Species Name,State,Year,Poaching Incidents,Reason for Poaching,Conservation Status,Crime Report Date,Crime Type,Arrests Made,Case Status,Seized Items,Crimes Reported Per Year
Indian Rhino,Madhya Pradesh,2020.0,17.0,Traditional Medicine,Vulnerable,23-08-2021,Wildlife Trafficking,2.0,Open,Horn,92.0
Pangolin,Madhya Pradesh,2023.0,2.0,Traditional Medicine,Endangered,04-04-2020,Wildlife Trafficking,8.0,Under Investigation,Scales,93.0
,Rajasthan,,10.0,Traditional Medicine,Vulnerable,19-10-2020,Wildlife Trafficking,1.0,Under Investigation,Ivory,86.0
,Odisha,2021.0,8.0,Traditional Medicine,Vulnerable,25-01-2020,Illegal Trade,10.0,Under Investigation,Ivory,110.0
Bengal Tiger,Karnataka,2021.0,7.0,Skin Trade,Critically Endangered,19-07-2023,Illegal Trade,7.0,Under Investigation,Skin,136.0
Indian Leopard,Assam,2021.0,12.0,Ivory Trade,Endangered,04-04-2023,Illegal Trade,1.0,Open,Claws,98.0
Indian Elephant,Rajasthan,2022.0,6.0,Skin Trade,Critically Endangered,27-07-2022,Illegal Trade,8.0,Under Investigation,Skin,145.0
Indian Leopard,Karnataka,2020.0,3.0,Ivory Trade,Critically Endangered,31-01-2022,Poaching,10.0,Closed,Claws,81.0
Indian Leopard,Odisha,2021.0,16.0,Trophy Hunting,Endangered,15-01-2023,Illegal Trade,2.0,Under Investigation,Claws,110.0
Indian Leopard,,2022.0,6.0,Traditional Medicine,Critically Endangered,,Poaching,6.0,Closed,Claws,121.0
Indian Leopard,Odisha,2020.0,1.0,Traditional Medicine,Endangered,11-09-2022,Illegal Trade,7.0,Closed,Claws,118.0
Pangolin,Assam,2023.0,7.0,Trophy Hunting,Vulnerable,29-09-2021,Wildlife Trafficking,9.0,Open,Scales,89.0
Pangolin,Rajasthan,2021.0,6.0,Skin Trade,Endangered,,Wildlife Trafficking,6.0,Under Investigation,Scales,90.0
,Rajasthan,2020.0,3.0,Ivory Trade,Endangered,10-03-2023,Wildlife Trafficking,8.0,Under Investigation,Ivory,135.0
Bengal Tiger,Assam,2021.0,20.0,Bushmeat,Endangered,31-01-2023,Poaching,1.0,Open,Skin,135.0
Indian Leopard,Karnataka,2021.0,8.0,Ivory Trade,Critically Endangered,03-06-2023,Illegal Trade,6.0,Closed,Skin,115.0
Indian Rhino,Karnataka,,9.0,Traditional Medicine,Endangered,28-07-2021,Illegal Trade,6.0,Closed,Horn,93.0
Bengal Tiger,Rajasthan,2020.0,4.0,Traditional Medicine,Endangered,20-10-2020,Poaching,10.0,Closed,Claws,53.0
Indian Elephant,Rajasthan,2022.0,8.0,Skin Trade,Endangered,14-06-2022,Poaching,10.0,Closed,Skin,126.0
Pangolin,Madhya Pradesh,2020.0,8.0,Traditional Medicine,Vulnerable,22-08-2023,Poaching,5.0,Closed,Scales,93.0
Bengal Tiger,,2021.0,3.0,Ivory Trade,Endangered,01-07-2023,Poaching,9.0,Under Investigation,Teeth,50.0
Indian Elephant,Assam,2020.0,11.0,Traditional Medicine,Critically Endangered,18-04-2023,Poaching,2.0,Open,Skin,100.0
Bengal Tiger,Karnataka,2023.0,7.0,Ivory Trade,Endangered,,Wildlife Trafficking,10.0,Under Investigation,Teeth,104.0
Pangolin,Madhya Pradesh,2022.0,6.0,Skin Trade,Endangered,14-02-2022,Illegal Trade,7.0,Open,Scales,149.0
Pangolin,Rajasthan,2020.0,3.0,Bushmeat,Vulnerable,,Illegal Trade,8.0,Open,Scales,135.0
Indian Rhino,Rajasthan,2023.0,2.0,Traditional Medicine,Endangered,29-06-2021,Black Market Sale,5.0,Open,Horn,110.0
Indian Leopard,Madhya Pradesh,2022.0,13.0,Ivory Trade,Critically Endangered,23-08-2020,Poaching,1.0,Closed,Claws,140.0
Bengal Tiger,Assam,2023.0,5.0,Skin Trade,,07-04-2021,Wildlife Trafficking,9.0,Under Investigation,Teeth,101.0
Bengal Tiger,Rajasthan,2022.0,14.0,Ivory Trade,Critically Endangered,05-06-2023,Poaching,0.0,Under Investigation,Skin,82.0
Indian Elephant,Odisha,2020.0,17.0,Traditional Medicine,Vulnerable,27-04-2021,Illegal Trade,2.0,Open,Ivory,86.0
Pangolin,Rajasthan,2023.0,6.0,Ivory Trade,Endangered,05-03-2021,Poaching,10.0,Under Investigation,Scales,64.0
Bengal Tiger,Odisha,,18.0,Traditional Medicine,Vulnerable,11-11-2022,Poaching,1.0,Closed,Claws,108.0
Pangolin,Madhya Pradesh,2023.0,2.0,Traditional Medicine,Endangered,,Illegal Trade,7.0,Closed,Scales,50.0
Bengal Tiger,Madhya Pradesh,2022.0,12.0,Skin Trade,Critically Endangered,29-11-2022,Illegal Trade,2.0,Open,Skin,94.0
Indian Rhino,,2020.0,6.0,Traditional Medicine,Vulnerable,11-04-2023,Poaching,5.0,Under Investigation,Horn,92.0
Indian Leopard,Karnataka,2022.0,8.0,Trophy Hunting,Endangered,17-04-2023,Illegal Trade,10.0,Open,Claws,88.0
Bengal Tiger,Odisha,2023.0,5.0,Skin Trade,Critically Endangered,,Illegal Trade,8.0,Open,Teeth,54.0
Pangolin,,2023.0,1.0,Traditional Medicine,Vulnerable,16-12-2020,Smuggling,8.0,Closed,Scales,61.0
Indian Rhino,Rajasthan,2021.0,1.0,Trophy Hunting,Endangered,20-05-2021,Illegal Trade,6.0,Open,Horn,150.0
Bengal Tiger,Assam,2020.0,9.0,Ivory Trade,Vulnerable,24-03-2020,Illegal Trade,6.0,Closed,Claws,76.0
Indian Elephant,Rajasthan,2020.0,8.0,Ivory Trade,Endangered,19-09-2022,Poaching,7.0,Open,Ivory,102.0
Indian Leopard,Karnataka,2023.0,4.0,Ivory Trade,Critically Endangered,09-04-2022,Poaching,7.0,Under Investigation,Skin,141.0
Bengal Tiger,,2020.0,11.0,Traditional Medicine,Critically Endangered,10-05-2022,Wildlife Trafficking,,,Claws,61.0
Indian Rhino,Karnataka,2021.0,1.0,Skin Trade,Vulnerable,08-12-2020,Poaching,7.0,Closed,Horn,132.0
Indian Elephant,Karnataka,2022.0,20.0,Traditional Medicine,Vulnerable,27-07-2023,Illegal Trade,2.0,Under Investigation,Skin,54.0
Indian Rhino,Madhya Pradesh,2020.0,5.0,Skin Trade,Endangered,15-05-2022,Illegal Trade,7.0,Under Investigation,Horn,138.0
Indian Rhino,Madhya Pradesh,2023.0,10.0,Trophy Hunting,,10-07-2023,Illegal Trade,2.0,Open,Horn,103.0
Indian Elephant,Odisha,2022.0,7.0,Bushmeat,Endangered,04-04-2023,Poaching,10.0,Under Investigation,Skin,76.0
Indian Rhino,Assam,2022.0,3.0,Ivory Trade,Critically Endangered,19-10-2020,Illegal Trade,5.0,Under Investigation,Horn,119.0
Indian Elephant,Rajasthan,2021.0,13.0,Traditional Medicine,,03-06-2023,Illegal Trade,2.0,Closed,Ivory,102.0
Bengal Tiger,Rajasthan,2023.0,18.0,Trophy Hunting,Endangered,08-04-2023,Wildlife Trafficking,2.0,Open,Teeth,100.0
,,2020.0,1.0,Ivory Trade,Endangered,20-08-2021,Wildlife Trafficking,6.0,Closed,Horn,73.0
Indian Elephant,Rajasthan,2023.0,12.0,Ivory Trade,Critically Endangered,06-10-2021,Wildlife Trafficking,2.0,Open,Skin,96.0
Indian Leopard,Madhya Pradesh,2022.0,11.0,Trophy Hunting,Critically Endangered,23-03-2021,Poaching,1.0,Open,Claws,73.0
Indian Elephant,Odisha,2023.0,7.0,Ivory Trade,Critically Endangered,,Illegal Trade,,Closed,Ivory,74.0
Indian Elephant,Assam,2020.0,5.0,Bushmeat,,28-09-2022,Illegal Trade,8.0,Closed,Skin,90.0
Bengal Tiger,Odisha,2020.0,3.0,Traditional Medicine,Endangered,04-05-2022,Illegal Trade,7.0,Closed,Claws,87.0
Indian Leopard,Karnataka,2021.0,18.0,Ivory Trade,Critically Endangered,16-05-2021,Wildlife Trafficking,0.0,Open,Claws,137.0
Pangolin,Karnataka,2020.0,6.0,Bushmeat,Vulnerable,02-02-2022,Illegal Trade,5.0,Closed,Scales,106.0
Bengal Tiger,Karnataka,2020.0,1.0,Skin Trade,Critically Endangered,04-01-2022,Illegal Trade,9.0,Under Investigation,Skin,106.0
Bengal Tiger,Odisha,2023.0,14.0,Traditional Medicine,Endangered,03-11-2023,Illegal Trade,0.0,Open,Skin,84.0
Pangolin,Rajasthan,2023.0,8.0,Traditional Medicine,Critically Endangered,09-05-2023,Illegal Trade,10.0,Open,Scales,120.0
Indian Elephant,Assam,,2.0,Ivory Trade,Endangered,06-09-2020,Illegal Trade,9.0,Closed,Skin,136.0
Indian Rhino,Karnataka,2021.0,15.0,Traditional Medicine,Vulnerable,03-12-2023,Poaching,2.0,Open,Horn,117.0
Indian Leopard,Karnataka,2023.0,9.0,Ivory Trade,Vulnerable,23-08-2021,Smuggling,10.0,Open,Skin,111.0
Indian Rhino,Karnataka,2020.0,5.0,Traditional Medicine,Critically Endangered,04-05-2020,Poaching,8.0,Closed,Horn,67.0
,Assam,,4.0,Skin Trade,Endangered,22-04-2020,Illegal Trade,,Open,Horn,120.0
Bengal Tiger,Karnataka,2023.0,1.0,Skin Trade,Endangered,07-09-2022,Poaching,9.0,Open,Claws,94.0
Bengal Tiger,Assam,2021.0,6.0,Skin Trade,Endangered,06-03-2023,Illegal Trade,,Open,Claws,126.0
Indian Leopard,Karnataka,2021.0,9.0,Skin Trade,Critically Endangered,,Illegal Trade,,Open,Claws,89.0
Bengal Tiger,Odisha,2022.0,2.0,Ivory Trade,Endangered,24-05-2022,Illegal Trade,10.0,Under Investigation,Claws,135.0
Bengal Tiger,,2022.0,7.0,Trophy Hunting,Endangered,08-12-2020,Illegal Trade,9.0,Under Investigation,Claws,150.0
Indian Leopard,Assam,2022.0,7.0,Traditional Medicine,Endangered,02-08-2021,Wildlife Trafficking,5.0,Under Investigation,Skin,82.0
Indian Leopard,Odisha,2022.0,5.0,Ivory Trade,Endangered,21-02-2022,Illegal Trade,8.0,Open,Skin,64.0
Pangolin,Assam,2022.0,3.0,Ivory Trade,Critically Endangered,16-11-2020,Poaching,6.0,Under Investigation,Scales,108.0
,Odisha,2020.0,13.0,Ivory Trade,Critically Endangered,01-04-2022,Wildlife Trafficking,1.0,Closed,Horn,134.0
Bengal Tiger,Odisha,2020.0,1.0,Skin Trade,Endangered,15-06-2021,Wildlife Trafficking,10.0,Open,Skin,82.0
Pangolin,Assam,2023.0,4.0,Traditional Medicine,Endangered,,Illegal Trade,9.0,Under Investigation,Scales,104.0
Indian Elephant,Rajasthan,2021.0,5.0,Ivory Trade,Vulnerable,06-05-2021,Poaching,8.0,Closed,Ivory,103.0
,Odisha,2020.0,19.0,Skin Trade,Vulnerable,03-09-2021,Poaching,2.0,Open,Horn,142.0
,,2020.0,3.0,Ivory Trade,Endangered,08-09-2020,Wildlife Trafficking,7.0,Closed,Skin,120.0
Pangolin,Rajasthan,2020.0,5.0,Skin Trade,Endangered,,Smuggling,8.0,Open,Scales,119.0
Bengal Tiger,Assam,2023.0,2.0,Skin Trade,Vulnerable,16-11-2023,Illegal Trade,8.0,Under Investigation,Skin,127.0
Pangolin,Rajasthan,2022.0,6.0,Skin Trade,,06-12-2023,Illegal Trade,9.0,Under Investigation,Scales,74.0
Pangolin,Madhya Pradesh,2023.0,5.0,Trophy Hunting,Endangered,,Illegal Trade,,Closed,Scales,65.0
Indian Elephant,Madhya Pradesh,,8.0,Ivory Trade,Critically Endangered,,Illegal Trade,6.0,Open,Ivory,139.0
Indian Rhino,Odisha,2021.0,6.0,Bushmeat,Critically Endangered,19-07-2020,Illegal Trade,6.0,Under Investigation,Horn,117.0
Bengal Tiger,Odisha,2021.0,2.0,Traditional Medicine,Endangered,04-08-2020,Wildlife Trafficking,7.0,Under Investigation,Claws,141.0
Indian Elephant,Karnataka,2021.0,7.0,Ivory Trade,Endangered,10-01-2021,Illegal Trade,6.0,Open,Ivory,129.0
Indian Rhino,Rajasthan,2020.0,9.0,Skin Trade,Vulnerable,11-01-2020,Illegal Trade,10.0,Under Investigation,Horn,112.0
Indian Rhino,Madhya Pradesh,2020.0,9.0,Skin Trade,Vulnerable,01-11-2022,Wildlife Trafficking,10.0,Under Investigation,Horn,53.0
Indian Leopard,Odisha,2023.0,3.0,Skin Trade,Critically Endangered,10-06-2022,Wildlife Trafficking,6.0,Closed,Skin,71.0
Bengal Tiger,Rajasthan,,3.0,Ivory Trade,Endangered,10-03-2021,Wildlife Trafficking,10.0,Under Investigation,Claws,75.0
Indian Rhino,Odisha,2021.0,7.0,Ivory Trade,Vulnerable,,Poaching,7.0,Closed,Horn,50.0
Indian Elephant,Odisha,2023.0,6.0,Traditional Medicine,Critically Endangered,28-10-2023,Poaching,8.0,Open,Skin,70.0
,Madhya Pradesh,2020.0,3.0,Traditional Medicine,Critically Endangered,20-07-2023,Illegal Trade,9.0,Open,Scales,87.0
Bengal Tiger,Madhya Pradesh,2020.0,1.0,Ivory Trade,Critically Endangered,19-07-2022,Illegal Trade,8.0,Closed,Teeth,124.0
Pangolin,Odisha,2022.0,19.0,Skin Trade,Vulnerable,21-11-2021,Illegal Trade,,Open,Scales,114.0
Indian Elephant,,2022.0,5.0,Traditional Medicine,Vulnerable,01-03-2023,Poaching,7.0,Under Investigation,Skin,147.0
Indian Rhino,Odisha,2022.0,10.0,Traditional Medicine,Endangered,04-05-2022,Illegal Trade,1.0,Open,Horn,113.0
Indian Rhino,Odisha,2023.0,1.0,Traditional Medicine,Endangered,22-02-2022,Poaching,6.0,Under Investigation,Horn,103.0
Indian Elephant,Karnataka,2020.0,9.0,Skin Trade,Critically Endangered,14-11-2020,Poaching,8.0,Open,Skin,88.0
Indian Rhino,,2020.0,8.0,Skin Trade,Critically Endangered,23-04-2022,Wildlife Trafficking,9.0,Open,Horn,70.0
Indian Leopard,,2022.0,1.0,Ivory Trade,Vulnerable,12-09-2021,Poaching,8.0,Closed,Claws,96.0
Bengal Tiger,Assam,2021.0,1.0,Traditional Medicine,Vulnerable,23-02-2022,Illegal Trade,9.0,Closed,Claws,97.0
Indian Leopard,,,3.0,Ivory Trade,Endangered,06-04-2023,Smuggling,9.0,Open,Skin,125.0
,Odisha,2023.0,1.0,Traditional Medicine,Endangered,31-01-2021,Wildlife Trafficking,9.0,Open,Skin,73.0
Pangolin,Karnataka,2022.0,1.0,Traditional Medicine,Endangered,,Wildlife Trafficking,9.0,Closed,Scales,131.0
Bengal Tiger,Assam,2022.0,1.0,Trophy Hunting,Vulnerable,17-12-2022,Wildlife Trafficking,8.0,Open,Skin,102.0
Bengal Tiger,Madhya Pradesh,2023.0,3.0,Skin Trade,Critically Endangered,04-04-2021,Wildlife Trafficking,9.0,Open,Teeth,60.0
Indian Elephant,Odisha,2022.0,9.0,Traditional Medicine,Endangered,01-03-2020,Wildlife Trafficking,10.0,Open,Ivory,119.0
Indian Elephant,Rajasthan,2020.0,17.0,Ivory Trade,Endangered,03-01-2021,Wildlife Trafficking,2.0,Open,Skin,62.0
Pangolin,Odisha,2021.0,2.0,Ivory Trade,Vulnerable,18-02-2023,Illegal Trade,8.0,Open,Scales,64.0
Bengal Tiger,Rajasthan,2022.0,16.0,Traditional Medicine,Endangered,19-12-2021,Illegal Trade,0.0,Open,Claws,127.0
Pangolin,Karnataka,2023.0,10.0,Ivory Trade,Critically Endangered,29-06-2021,Poaching,1.0,Open,Scales,103.0
Indian Elephant,,2021.0,8.0,Skin Trade,,06-11-2022,Illegal Trade,10.0,Under Investigation,Skin,60.0
Indian Elephant,Karnataka,,13.0,Traditional Medicine,Endangered,10-05-2021,Illegal Trade,,Open,Skin,75.0
Bengal Tiger,Madhya Pradesh,2021.0,8.0,Ivory Trade,Endangered,11-05-2021,Illegal Trade,6.0,Open,Teeth,148.0
Indian Leopard,Rajasthan,2021.0,3.0,Ivory Trade,Vulnerable,19-05-2021,Poaching,9.0,Closed,Claws,132.0
Indian Rhino,Odisha,,2.0,Traditional Medicine,Vulnerable,26-08-2022,Poaching,6.0,Closed,Horn,58.0
Indian Elephant,Karnataka,2020.0,19.0,Trophy Hunting,Endangered,31-08-2023,Illegal Trade,1.0,Open,Skin,104.0
Indian Elephant,Odisha,2022.0,6.0,Ivory Trade,Critically Endangered,28-12-2022,Smuggling,5.0,Under Investigation,Ivory,143.0
Indian Leopard,Assam,2023.0,12.0,Bushmeat,Vulnerable,09-06-2020,Poaching,2.0,Open,Skin,78.0
,Karnataka,2023.0,9.0,Ivory Trade,Critically Endangered,18-12-2021,Black Market Sale,5.0,Under Investigation,Horn,86.0
Pangolin,Rajasthan,2021.0,4.0,Ivory Trade,Endangered,14-03-2023,Poaching,5.0,Open,Scales,141.0
Pangolin,Karnataka,2021.0,14.0,Skin Trade,Critically Endangered,19-09-2022,Wildlife Trafficking,1.0,Open,Scales,144.0
Indian Rhino,Odisha,2020.0,1.0,Trophy Hunting,,09-11-2023,Wildlife Trafficking,9.0,Under Investigation,Horn,72.0
Indian Rhino,,2022.0,16.0,Ivory Trade,Endangered,25-09-2020,Illegal Trade,2.0,Closed,Horn,56.0
Bengal Tiger,Karnataka,2023.0,3.0,Skin Trade,Endangered,29-11-2021,Poaching,5.0,Under Investigation,Claws,71.0
,Rajasthan,,1.0,Traditional Medicine,Endangered,,Poaching,6.0,Under Investigation,Ivory,149.0
Indian Elephant,,2020.0,4.0,Trophy Hunting,Critically Endangered,15-12-2020,Poaching,5.0,Open,Ivory,145.0
Pangolin,Madhya Pradesh,2023.0,14.0,Skin Trade,Endangered,19-04-2020,Black Market Sale,1.0,Under Investigation,Scales,148.0
Indian Elephant,Assam,2021.0,7.0,Traditional Medicine,Endangered,10-02-2021,Poaching,6.0,Under Investigation,Ivory,148.0
Indian Leopard,Karnataka,2023.0,2.0,Traditional Medicine,Critically Endangered,11-10-2021,Wildlife Trafficking,8.0,Closed,Claws,62.0
Pangolin,Odisha,2020.0,7.0,Ivory Trade,Vulnerable,20-02-2020,Poaching,8.0,Closed,Scales,71.0
Indian Leopard,Odisha,2020.0,6.0,Traditional Medicine,,27-11-2023,Poaching,6.0,Under Investigation,Claws,118.0
Indian Rhino,Rajasthan,2023.0,14.0,Skin Trade,Critically Endangered,15-01-2023,Illegal Trade,0.0,Open,Horn,142.0
Indian Rhino,Odisha,2022.0,7.0,Traditional Medicine,Critically Endangered,27-12-2022,Poaching,10.0,Under Investigation,Horn,75.0
Bengal Tiger,Madhya Pradesh,2023.0,8.0,Ivory Trade,,18-08-2021,Illegal Trade,9.0,Open,Claws,137.0
Pangolin,Odisha,2021.0,10.0,Bushmeat,Endangered,05-09-2022,Illegal Trade,0.0,Closed,Scales,118.0
Indian Leopard,Rajasthan,2022.0,7.0,Ivory Trade,Endangered,01-12-2022,Wildlife Trafficking,9.0,Open,Claws,74.0
Indian Elephant,,2021.0,17.0,Skin Trade,Vulnerable,31-12-2021,Poaching,1.0,Open,Skin,120.0
Indian Rhino,Karnataka,2023.0,8.0,Ivory Trade,Endangered,26-02-2020,Poaching,6.0,Closed,Horn,90.0
Indian Rhino,Odisha,2022.0,4.0,Traditional Medicine,Vulnerable,07-01-2022,Poaching,7.0,Open,Horn,69.0
,Assam,2021.0,2.0,Ivory Trade,Endangered,14-07-2020,Black Market Sale,6.0,Closed,Scales,139.0
Indian Leopard,Karnataka,2023.0,1.0,Ivory Trade,Critically Endangered,21-12-2022,Poaching,10.0,Closed,Claws,104.0
Indian Leopard,Odisha,2023.0,16.0,Ivory Trade,Endangered,10-07-2023,Wildlife Trafficking,2.0,Closed,Claws,121.0
Pangolin,Rajasthan,2022.0,7.0,Traditional Medicine,,21-04-2020,Wildlife Trafficking,,Closed,Scales,134.0
Pangolin,Odisha,2023.0,7.0,Traditional Medicine,Vulnerable,03-02-2022,Poaching,6.0,Closed,Scales,92.0
,Karnataka,2020.0,4.0,Traditional Medicine,Endangered,11-12-2021,Illegal Trade,8.0,Closed,Skin,61.0
Indian Rhino,Rajasthan,2021.0,2.0,Ivory Trade,Critically Endangered,,Wildlife Trafficking,6.0,Under Investigation,Horn,127.0
Pangolin,,2021.0,1.0,Traditional Medicine,Endangered,05-08-2022,Wildlife Trafficking,8.0,Closed,Scales,73.0
Indian Leopard,Madhya Pradesh,2023.0,6.0,Traditional Medicine,Endangered,26-01-2020,Illegal Trade,,Open,Claws,116.0
Indian Elephant,Rajasthan,2023.0,2.0,Ivory Trade,Endangered,13-02-2021,Wildlife Trafficking,6.0,Open,Skin,135.0
Indian Leopard,Madhya Pradesh,2020.0,2.0,Ivory Trade,Critically Endangered,27-01-2022,Illegal Trade,6.0,Closed,Claws,150.0
Indian Rhino,,2022.0,12.0,Traditional Medicine,Vulnerable,14-06-2021,Wildlife Trafficking,1.0,Open,Horn,129.0
Indian Leopard,Rajasthan,2023.0,2.0,Skin Trade,Critically Endangered,02-09-2023,Illegal Trade,6.0,Closed,Skin,74.0
Bengal Tiger,,,4.0,Skin Trade,,03-02-2023,Wildlife Trafficking,6.0,Under Investigation,Teeth,116.0
Indian Rhino,Karnataka,2023.0,19.0,Traditional Medicine,Vulnerable,18-01-2022,Poaching,,Open,Horn,110.0
Indian Elephant,Karnataka,2023.0,3.0,Skin Trade,Vulnerable,02-09-2020,Wildlife Trafficking,9.0,Open,Ivory,92.0
,Assam,2021.0,8.0,Traditional Medicine,Critically Endangered,09-01-2023,Wildlife Trafficking,10.0,Closed,Scales,112.0
Indian Rhino,Rajasthan,2023.0,3.0,Ivory Trade,Endangered,23-10-2021,Poaching,6.0,Under Investigation,Horn,101.0
Indian Elephant,Rajasthan,2021.0,1.0,Ivory Trade,Endangered,27-06-2022,Poaching,5.0,Under Investigation,Skin,87.0
,Rajasthan,2023.0,9.0,Ivory Trade,Endangered,30-01-2021,Poaching,9.0,Closed,Ivory,65.0
Bengal Tiger,Assam,2022.0,6.0,Skin Trade,Endangered,05-06-2021,Poaching,5.0,Under Investigation,Skin,110.0
Indian Rhino,Rajasthan,2020.0,9.0,Skin Trade,Endangered,,Illegal Trade,9.0,Under Investigation,Horn,88.0
Pangolin,Karnataka,2022.0,10.0,Traditional Medicine,Critically Endangered,20-09-2020,Illegal Trade,0.0,Closed,Scales,56.0
Bengal Tiger,Madhya Pradesh,2023.0,3.0,Skin Trade,Critically Endangered,28-02-2022,Wildlife Trafficking,10.0,Under Investigation,Claws,102.0
Bengal Tiger,Karnataka,2023.0,19.0,Skin Trade,Critically Endangered,21-07-2023,Wildlife Trafficking,2.0,Open,Claws,58.0
Indian Elephant,Karnataka,2023.0,2.0,Traditional Medicine,Critically Endangered,20-06-2020,Wildlife Trafficking,5.0,Closed,Ivory,113.0
Indian Leopard,Madhya Pradesh,2022.0,9.0,Traditional Medicine,Critically Endangered,21-09-2020,Illegal Trade,5.0,Open,Claws,130.0
Indian Rhino,Karnataka,2023.0,20.0,Traditional Medicine,Critically Endangered,15-11-2022,Wildlife Trafficking,1.0,Open,Horn,73.0
Indian Rhino,Assam,2022.0,8.0,Skin Trade,Critically Endangered,20-04-2021,Wildlife Trafficking,9.0,Closed,Horn,143.0
Pangolin,Madhya Pradesh,2021.0,6.0,Ivory Trade,Endangered,21-12-2020,Illegal Trade,5.0,Under Investigation,Scales,80.0
Pangolin,Karnataka,2020.0,8.0,Ivory Trade,Vulnerable,15-11-2022,Wildlife Trafficking,8.0,Open,Scales,135.0
Indian Rhino,Odisha,,2.0,Bushmeat,,03-02-2020,Illegal Trade,10.0,Open,Horn,89.0
Pangolin,Karnataka,2022.0,2.0,Skin Trade,Vulnerable,20-09-2020,Illegal Trade,,Closed,Scales,76.0
Indian Elephant,Assam,2021.0,3.0,Skin Trade,Critically Endangered,07-03-2023,Poaching,10.0,Closed,Ivory,55.0
Indian Rhino,Rajasthan,2022.0,17.0,Traditional Medicine,Critically Endangered,26-03-2022,Poaching,1.0,Open,Horn,75.0
Pangolin,Karnataka,2021.0,7.0,Ivory Trade,Endangered,,Illegal Trade,9.0,Under Investigation,Scales,84.0
Indian Rhino,Rajasthan,2023.0,3.0,Skin Trade,Vulnerable,23-01-2022,Illegal Trade,9.0,Open,Horn,112.0
,Odisha,,11.0,Ivory Trade,Endangered,19-07-2021,Poaching,2.0,Open,Skin,68.0
Bengal Tiger,Karnataka,2021.0,7.0,Ivory Trade,Endangered,06-04-2021,Black Market Sale,,Under Investigation,Skin,126.0
Indian Rhino,Madhya Pradesh,2021.0,1.0,Traditional Medicine,Vulnerable,06-04-2023,Wildlife Trafficking,6.0,Open,Horn,131.0
Bengal Tiger,Rajasthan,2020.0,5.0,Ivory Trade,Endangered,16-10-2021,Wildlife Trafficking,9.0,Open,Teeth,105.0
Pangolin,Odisha,2021.0,2.0,Skin Trade,Critically Endangered,21-03-2020,Illegal Trade,,,Scales,95.0
Bengal Tiger,Madhya Pradesh,2023.0,5.0,Traditional Medicine,Critically Endangered,26-01-2022,Poaching,5.0,Under Investigation,Skin,63.0
,Madhya Pradesh,2023.0,8.0,Ivory Trade,Critically Endangered,19-05-2022,Wildlife Trafficking,10.0,Closed,Ivory,133.0
Indian Leopard,Madhya Pradesh,2023.0,5.0,Ivory Trade,Critically Endangered,01-12-2023,Poaching,7.0,Under Investigation,Claws,116.0
Pangolin,Madhya Pradesh,2021.0,19.0,Traditional Medicine,Critically Endangered,05-12-2022,Poaching,1.0,Open,Scales,112.0
Indian Rhino,Karnataka,2022.0,7.0,Traditional Medicine,Endangered,21-08-2021,Illegal Trade,10.0,Closed,Horn,148.0
Pangolin,Karnataka,2022.0,1.0,Traditional Medicine,Endangered,17-03-2022,Wildlife Trafficking,6.0,Under Investigation,Scales,65.0
Indian Elephant,,2023.0,9.0,Skin Trade,Critically Endangered,,Poaching,7.0,Open,Ivory,57.0
Bengal Tiger,Odisha,2020.0,6.0,Bushmeat,,10-09-2022,Illegal Trade,10.0,Open,Skin,114.0
Indian Elephant,Odisha,2022.0,2.0,Ivory Trade,Endangered,04-12-2021,Illegal Trade,7.0,Closed,Ivory,123.0
Indian Rhino,Odisha,,2.0,Ivory Trade,Vulnerable,20-04-2021,Illegal Trade,10.0,Under Investigation,Horn,53.0
,,2022.0,6.0,Skin Trade,Endangered,14-08-2021,Wildlife Trafficking,9.0,Open,Scales,71.0
Pangolin,Odisha,2023.0,7.0,Skin Trade,Endangered,16-01-2020,Wildlife Trafficking,5.0,Under Investigation,Scales,64.0
Bengal Tiger,Karnataka,2020.0,6.0,Ivory Trade,Endangered,15-10-2023,Illegal Trade,8.0,Closed,Claws,101.0
Pangolin,Karnataka,2022.0,8.0,Traditional Medicine,Endangered,01-05-2021,Wildlife Trafficking,5.0,Open,Scales,101.0
Indian Rhino,Assam,2022.0,2.0,Traditional Medicine,Endangered,06-12-2021,Wildlife Trafficking,,Under Investigation,Horn,104.0
Pangolin,Assam,2023.0,17.0,Ivory Trade,Vulnerable,10-03-2023,Poaching,0.0,Open,Scales,110.0
Bengal Tiger,Odisha,2020.0,9.0,Traditional Medicine,,,Illegal Trade,9.0,Closed,Skin,79.0
Indian Rhino,Rajasthan,2020.0,20.0,Skin Trade,Critically Endangered,15-10-2022,Illegal Trade,2.0,Under Investigation,Horn,137.0
Pangolin,Assam,2023.0,5.0,Ivory Trade,Vulnerable,15-02-2022,Wildlife Trafficking,9.0,Closed,Scales,123.0
Indian Leopard,Madhya Pradesh,2021.0,8.0,Ivory Trade,Critically Endangered,22-03-2021,Illegal Trade,9.0,Under Investigation,Claws,147.0
Indian Rhino,Karnataka,2022.0,9.0,Ivory Trade,Critically Endangered,16-10-2020,Wildlife Trafficking,10.0,Under Investigation,Horn,111.0
Indian Rhino,Madhya Pradesh,2021.0,7.0,Skin Trade,Critically Endangered,27-07-2020,Illegal Trade,5.0,Under Investigation,Horn,109.0
